﻿Venue Name,Venue address,Venue type,Latitude,Longitude,Suburb,suburb_list,geolocation
Chelmer Community Centre,"Chelmer Community Centre, Corner of Queenscroft and Halsbury Streets, Chelmer",Non-Council venue,-27.5109958,152.9711878,Chelmer,"C, Chelmer","-27.5109958, 152.9711878"
"Chelmer Recreation Reserve, Chelmer","Chelmer Recreation Reserve, 83 Oxley Road, Chelmer",Park,-27.5128,152.9748,Chelmer,"C, Chelmer","-27.5128, 152.9748"
"Chelsea Road Park (no. 303), Ransome","Chelsea Road Park (no. 303), 303 Chelsea Road, Ransome",Park,-27.4913,153.183,Ransome,"R, Ransome","-27.4913, 153.183"
"Chelsea Road Park (nos. 399-551), Ransome","Chelsea Road Park (nos. 399-551), 439 Chelsea Road, Ransome",Park,-27.4803,153.182,Ransome,"R, Ransome","-27.4803, 153.182"
"Chermside Hills Reserve, McDowall","Chermside Hills Reserve, 412 Trouts Road, McDowall",Park,-27.3771,152.9976,McDowall,"M, McDowall","-27.3771, 152.9976"
Chermside Library,"Chermside Library, 375 Hamilton Road, Chermside",Library,-27.381,153.0297,Chermside,"C, Chermside","-27.381, 153.0297"
"Chermside Pool, Chermside","Chermside Pool, 375 Hamilton Road, Chermside",Swimming pool,-27.3857991,153.0360006,Chermside,"C, Chermside","-27.3857991, 153.0360006"
"Chester Park Reserve, Mount Gravatt East","Chester Park Reserve, 138 Margate Street, Mt Gravatt East",Park,-27.5292,153.0838,Mt Gravatt East,"M, Mt Gravatt East","-27.5292, 153.0838"
"Chesterfield Crescent Park, Kuraby","Chesterfield Crescent Park, 140 Chesterfield Crescent, Kuraby",Park,-27.6071,153.0891,Kuraby,"K, Kuraby","-27.6071, 153.0891"
"Childs Road Park, Nudgee","Childs Road Park, 42 Morgan Circuit, Nudgee",Park,-27.3698,153.0947,Nudgee,"N, Nudgee","-27.3698, 153.0947"
"Chinatown Mall, Fortitude Valley","Chinatown Mall, Duncan St, Fortitude Valley",General Council venue,-27.4583,153.0334,Fortitude Valley,"F, Fortitude Valley","-27.4583, 153.0334"
"Chris Brunton Park, Bald Hills","Chris Brunton Park, 80 Elstree Street, Bald Hills",Park,-27.315521,153.016687,Bald Hills,"B, Bald Hills","-27.315521, 153.016687"
"Christian and Margaret Nielsen Park, The Gap","Christian and Margaret Nielsen Park, 17 Parkside Crescent, The Gap",Park,-27.4543,152.9355,The Gap,"T, The Gap","-27.4543, 152.9355"
"Churchill Circuit Park, Banyo","Churchill Circuit Park, 27 Churchill Circuit, Banyo",Park,-27.3832,153.0798,Banyo,"B, Banyo","-27.3832, 153.0798"
"Cicada Park, Chapel Hill","Cicada Park, 38 Dillingen Street, Chapel Hill",Park,-27.4961,152.942,Chapel Hill,"C, Chapel Hill","-27.4961, 152.942"
"City Botanic Gardens - Information Kiosk, Brisbane City","City Botanic Gardens - Information Kiosk, Main Drive, Brisbane City",Park,-27.475992,153.0264773,Brisbane City,"B, Brisbane City","-27.475992, 153.0264773"
"City Botanic Gardens, Brisbane City","City Botanic Gardens, 147 Alice Street, Brisbane City",Park,-27.476,153.0277,Brisbane City,"B, Brisbane City","-27.476, 153.0277"
"Clare Avenue Park, Wynnum West","Clare Avenue Park, 34 Clare Avenue, Wynnum West",Park,-27.4387,153.1525,Wynnum West,"W, Wynnum West","-27.4387, 153.1525"
"Claremont Parade Park, Forest Lake","Claremont Parade Park, 18 Claremont Parade, Forest Lake",Park,-27.6314,152.9732,Forest Lake,"F, Forest Lake","-27.6314, 152.9732"
"Clarina Street Park, Chapel Hill","Clarina Street Park, 2A Clarina Street, Chapel Hill",Park,-27.5012,152.9609,Chapel Hill,"C, Chapel Hill","-27.5012, 152.9609"
"Clark Lane Park, Brisbane City","Clark Lane Park, 518 Queen Street, Brisbane City",Park,-27.4635,153.0311,Brisbane City,"B, Brisbane City","-27.4635, 153.0311"
"Clark Park, Windsor","Clark Park, 381 Lutwyche Road, Windsor",Park,-27.4271,153.0326,Windsor,"W, Windsor","-27.4271, 153.0326"
"Clarrie Beckingham Reserve, Bridgeman Downs","Clarrie Beckingham Reserve, 60 Glenvillan Place, Bridgeman Downs",Park,-27.3638,152.9839,Bridgeman Downs,"B, Bridgeman Downs","-27.3638, 152.9839"
"Clem Masters Park, Deagon","Clem Masters Park, 31 Hickson Road, Deagon",Park,-27.334,153.0644,Deagon,"D, Deagon","-27.334, 153.0644"
"Clembury Place Park, Calamvale","Clembury Place Park, 138 Menser Street, Calamvale",Park,-27.6229,153.0357,Calamvale,"C, Calamvale","-27.6229, 153.0357"
"Cliff Street Park, Sandgate","Cliff Street Park, 34 Seymour Street, Sandgate",Park,-27.3205,153.073,Sandgate,"S, Sandgate","-27.3205, 153.073"
"Cliffton Hill Peace Park, Annerley","Cliffton Hill Peace Park, 15 Tennessee Avenue, Annerley",Park,-27.5237,153.0313,Annerley,"A, Annerley","-27.5237, 153.0313"
"Clifton Park, Moorooka","Clifton Park, 35 Delville Avenue, Moorooka",Park,-27.5259,153.0242,Moorooka,"M, Moorooka","-27.5259, 153.0242"
"Clipper Street Park, Inala","Clipper Street Park, 71 Clipper Street, Inala",Park,-27.6018,152.9694,Inala,"I, Inala","-27.6018, 152.9694"
"Cliveden Avenue Reserve, Oxley","Cliveden Avenue Reserve, 449 Cliveden Avenue, Oxley",Park,-27.5515,152.9919,Oxley,"O, Oxley","-27.5515, 152.9919"
"Clivedon Park, Fig Tree Pocket","Clivedon Park, 62 Terrigal Street, Fig Tree Pocket",Park,-27.5172,152.9592,Fig Tree Pocket,"F, Fig Tree Pocket","-27.5172, 152.9592"
"Cockatoo Place Park, Rochedale","Cockatoo Place Park, 11 Kyeema Street, Rochedale",Park,-27.5624,153.1117,Rochedale,"R, Rochedale","-27.5624, 153.1117"
"Col Bennett Park, Algester","Col Bennett Park, 137 Ridgewood Road, Algester",Park,-27.6155,153.0284,Algester,"A, Algester","-27.6155, 153.0284"
"Col Westaway Oval, Moggill","Col Westaway Oval, 10 Leopardwood Close, Moggill",Park,-27.5725,152.8733,Moggill,"M, Moggill","-27.5725, 152.8733"
"Collingrove Place Park, Forest Lake","Collingrove Place Park, 29 Collingrove Place, Forest Lake",Park,-27.6113,152.9622,Forest Lake,"F, Forest Lake","-27.6113, 152.9622"
"Colmslie Aquatic Centre, Morningside","Colmslie Pool, 400 Lytton Road, Morningside",Non-Council venue,-27.4534231,153.0805952,Morningside,"M, Morningside","-27.4534231, 153.0805952"
"Colmslie Beach Reserve, Murarrie","Colmslie Beach Reserve, 152 Colmslie Road, Murrarie",Park,-27.451,153.091,Murarrie,"M, Murarrie","-27.451, 153.091"
"Colmslie Reserve, Morningside","Colmslie Reserve, 420 Lytton Road, Morningside",Park,-27.453,153.0824,Morningside,"M, Morningside","-27.453, 153.0824"
"Conferta Place Park, Forest Lake","Conferta Place Park, 25 Conferta Place, Forest Lake",Park,-27.6144,152.9652,Forest Lake,"F, Forest Lake","-27.6144, 152.9652"
"Conondale Park, Eight Mile Plains","Conondale Park, 120 Malbon Street, Eight Mile Plains",Park,-27.5793,153.0758,Eight Mile Plains,"E, Eight Mile Plains","-27.5793, 153.0758"
"Considen Place Park, Bellbowrie","Considen Place Park, 16 Considen Place, Bellbowrie",Park,-27.5667,152.8913,Bellbowrie,"B, Bellbowrie","-27.5667, 152.8913"
Constable Matthew Arnold Memorial Park,"Algester Road Park (no. 515), 515 Algester Road, Parkinson",Park,-27.6097,153.0433,Parkinson,"P, Parkinson","-27.6097, 153.0433"
"Constellation Way Park, Lytton","Constellation Way Park, 197 Pritchard Street, Lytton",Park,-27.4275,153.16,Lytton,"L, Lytton","-27.4275, 153.16"
"Coochin Place Park, Tingalpa","Coochin Place Park, 15 Coochin Place, Tingalpa",Park,-27.4706,153.141,Tingalpa,"T, Tingalpa","-27.4706, 153.141"
"Coolabah Crescent Park, Bridgeman Downs","Coolabah Crescent Park, 27A Coolabah Crescent, Bridgeman Downs",Park,-27.3641,152.9988,Bridgeman Downs,"B, Bridgeman Downs","-27.3641, 152.9988"
"Coonara Street Park, Holland Park","Coonara Street Park, 31 Coonara Street, Holland Park",Park,-27.5137,153.0678,Holland Park,"H, Holland Park","-27.5137, 153.0678"
Coopers Plains Library,"Coopers Plains Library, 107 Orange Grove Road, Coopers Plains",Library,-27.5650525,153.0396605,Coopers Plains,"C, Coopers Plains","-27.5650525, 153.0396605"
"Coora Street Park, Wishart","Coora Street Park, 105 Coora Street, Wishart",Park,-27.5577,153.1072,Wishart,"W, Wishart","-27.5577, 153.1072"
Coorparoo Community Garden,"Coorparoo Community Garden, 15 York Street, Coorparoo","Community Garden,Non-Council venue",-27.499,153.0627,Coorparoo,"C, Coorparoo","-27.499, 153.0627"
Coorparoo Creek Reserve,"Coorparoo Creek Reserve, 67 Holdsworth Street, Coorparoo",Park,-27.494564,153.05549,Coorparoo,"C, Coorparoo","-27.494564, 153.05549"
"Coorparoo School of Arts Hall, Coorparoo","Coorparoo School of Arts Hall, 208 Cavendish Road, Coorparoo",Non-Council venue,-27.4957131,153.0580809,Coorparoo,"C, Coorparoo","-27.4957131, 153.0580809"
"Corbie Street Park, Ashgrove","Corbie Street Park, 46 Ferneydell Street, Ashgrove",Park,-27.4386,153.0029,Ashgrove,"A, Ashgrove","-27.4386, 153.0029"
Corinda Library,"Corinda Library, 641 Oxley Road, Corinda",Library,-27.5389,152.9817,Corinda,"C, Corinda","-27.5389, 152.9817"
"Cormorant Street Park, Inala","Cormorant Street Park, 197 Poinsettia Street, Inala",Park,-27.599,152.9704,Inala,"I, Inala","-27.599, 152.9704"
"Corona Avenue Park, Ashgrove","Corona Avenue Park, 66 Corona Avenue, Ashgrove",Park,-27.4416,152.9997,Ashgrove,"A, Ashgrove","-27.4416, 152.9997"
"Corramulling Park, The Gap","Corramulling Park, 136 Yoorala Street, The Gap",Park,-27.4494,152.9387,The Gap,"T, The Gap","-27.4494, 152.9387"
"Cowie Road Park, Carseldine","Cowie Road Park, 109 Cowie Road, Carseldine",Park,-27.3393,153.02,Carseldine,"C, Carseldine","-27.3393, 153.02"
"Cowlishaw Street Park, Bowen Hills","Cowlishaw Street Park, 15 Cowlishaw Street, Bowen Hills, Australia",Park,-27.4481,153.0419,Bowen Hills,"B, Bowen Hills","-27.4481, 153.0419"
"Cox Park, Lota","Cox Park, 64 Richard Street, Lota",Park,-27.4692,153.1852,Lota,"L, Lota","-27.4692, 153.1852"
"Cracknell's Gully Park, Tarragindi","Cracknell's Gully Park, 207 Tarragindi Road, Tarragindi",Park,-27.5283,153.0354,Tarragindi,"T, Tarragindi","-27.5283, 153.0354"
"Craigslea State High School, Chermside West","Craigslea State High School, 685 Hamilton Road, Chermside West",Non-Council venue,-27.382098,153.013469,Chermside West,"C, Chermside West","-27.382098, 153.013469"
"Crawford Road Park, Wynnum West","Crawford Road Park, 79 Crawford Road, Wynnum West",Park,-27.4491,153.1478,Wynnum West,"W, Wynnum West","-27.4491, 153.1478"
"Creekside Street Park, Kenmore Hills","Creekside Street Park, 61 Creekside Street, Kenmore Hills",Park,-27.5035,152.9174,Kenmore Hills,"K, Kenmore Hills","-27.5035, 152.9174"
"Cresthaven Park, Mansfield","Cresthaven Park, 50 Banika Street, Mansfield",Park,-27.5384,153.1098,Mansfield,"M, Mansfield","-27.5384, 153.1098"
"Cribb Road Park, Carindale","Cribb Road Park, 62 Cribb Road, Carindale",Park,-27.527,153.1203,Carindale,"C, Carindale","-27.527, 153.1203"
"Cromarty Street Park, Kenmore","Cromarty Street Park, 22 Kingussie Street, Kenmore",Park,-27.5132,152.9309,Kenmore,"K, Kenmore","-27.5132, 152.9309"
"Crosby Park, Albion","Crosby Park, 103 Crosby Road, Albion",Park,-27.4345,153.047,Albion,"A, Albion","-27.4345, 153.047"
"Crosby Road Park, Ascot","Crosby Road Park, 150 Crosby Road, Ascot",Park,-27.4327,153.0516,Ascot,"A, Ascot","-27.4327, 153.0516"
Crossroads Community Garden,"Crossroads Community Garden, 91 Maundrell Terrace, Chermside West",Non-Council venue,-27.3846,153.0126,Chermside West,"C, Chermside West","-27.3846, 153.0126"
"Croydon Road Park, Paddington","Croydon Road Park, 18A Croydon Road, Paddington",Park,-27.4574,152.9887,Paddington,"P, Paddington","-27.4574, 152.9887"
"Cubberla Creek Reserve, Chapel Hill","Cubberla Creek Reserve, 129 Fig Tree Pocket Road, Chapel Hill",Park,-27.5151,152.9525,Chapel Hill,"C, Chapel Hill","-27.5151, 152.9525"
"Curlew Park, Sandgate","Curlew Park, 74 Curlew Street, Sandgate",Park,-27.3258,153.0747,Sandgate,"S, Sandgate","-27.3258, 153.0747"
"Currajong Street Park, Calamvale","Currajong Street Park, 34 Currajong Street, Calamvale",Park,-27.6175,153.0526,Calamvale,"C, Calamvale","-27.6175, 153.0526"
"Cyril Sims Park, Calamvale","Cyril Sims Park, 29 Marsala Street, Calamvale",Park,-27.6137,153.0599,Calamvale,"C, Calamvale","-27.6137, 153.0599"
"D. J. Sherrington Park, Inala","D. J. Sherrington Park, 601 Blunder Road, Inala",Park,-27.597304,152.986507,Inala,"I, Inala","-27.597304, 152.986507"
"D.M. Henderson Park, Macgregor","D.M. Henderson Park, 434 McCullough Street, Macgregor",Park,-27.5711,153.0733,Macgregor,"M, Macgregor","-27.5711, 153.0733"
"Daintree Close Park, Doolandella","Daintree Close Park, 43A Rothburn Street, Doolandella",Park,-27.6201,152.9736,Doolandella,"D, Doolandella","-27.6201, 152.9736"
"Daintree Drive Park (no. 65), Parkinson","Daintree Drive Park, 65 Daintree Drive, Parkinson",Park,-27.6416,153.0297,Parkinson,"P, Parkinson","-27.6416, 153.0297"
"Daintree Park, Fitzgibbon","Daintree Park, 66 Diamantina Crescent, Fitzgibbon",Park,-27.341067,153.030179,Fitzgibbon,"F, Fitzgibbon","-27.341067, 153.030179"
"Dairy Swamp Road Park, Tingalpa","Dairy Swamp Road Park, 50 Castlerea Street, Tingalpa",Park,-27.4842,153.1388,Tingalpa,"T, Tingalpa","-27.4842, 153.1388"
"Dalkeith Park, Kalinga","Dalkeith Park, 98 Kent Road, Kalinga",Park,-27.4135,153.0426,Kalinga,"K, Kalinga","-27.4135, 153.0426"
"Damon Road Park, Lutwyche","Damon Road Park, 30 Damon Road, Lutwyche",Park,-27.422965,153.024935,Lutwyche,"L, Lutwyche","-27.422965, 153.024935"
"Dampier Crescent Park, Drewvale","Dampier Crescent Park, 138 Macquarie Way, Drewvale",Park,-27.6537345,153.0574387,Drewvale,"D, Drewvale","-27.6537345, 153.0574387"
"Darien Street Park (no. 29), Bridgeman Downs","Darien Street Park (no. 29), 29 Darien Street, Bridgeman Downs",Park,-27.358986,152.989615,Bridgeman Downs,"B, Bridgeman Downs","-27.358986, 152.989615"
Darling Point Park (road reserve),"Darling Point Park (road reserve), 95 Lower Esplanade, Manly",Park,-27.4457,153.1831,Manly,"M, Manly","-27.4457, 153.1831"
"Darra BMX facility, Darra","Darra BMX facility, 58 Monier Road, Darra",General Council venue,-27.5573001,152.9559598,Darra,"D, Darra","-27.5573001, 152.9559598"
"Dash Street Park, Keperra","Dash Street Park, 32 Duggan Street, Keperra",Park,-27.4091,152.9555,Keperra,"K, Keperra","-27.4091, 152.9555"
"Dasyure Place Park, Wynnum West","Dasyure Place Park, 47 Dasyure Place, Wynnum West",Park,-27.4615,153.1511,Wynnum West,"W, Wynnum West","-27.4615, 153.1511"
"Davidson Street Park, Newmarket","Davidson Street Park, 81 Davidson Street, Newmarket",Park,-27.4404,153.002,Newmarket,"N, Newmarket","-27.4404, 153.002"
"Davies Park, West End","Davies Park, 277 Montague Road, West End",Park,-27.4786,153.0044,West End,"W, West End","-27.4786, 153.0044"
"Dawn Street Park, Bardon","Dawn Street Park, 140 Coopers Camp Road, Bardon",Park,-27.4535,152.9803,Bardon,"B, Bardon","-27.4535, 152.9803"
"Dead Man's Gully Park, Chermside","Dead Man's Gully Park, 5 Abarth Street, Chermside",Park,-27.3903,153.0308,Chermside,"C, Chermside","-27.3903, 153.0308"
"Deagon Sportsground Park, Deagon","Deagon Sportsground Park, 83 Board Street, Deagon",Park,-27.3214,153.0597,Deagon,"D, Deagon","-27.3214, 153.0597"
"Decker Park, Brighton","Decker Park, 18 Twenty-Fifth Avenue, Brighton",Park,-27.286,153.0642,Brighton,"B, Brighton","-27.286, 153.0642"
Deep Water Bend Reserve,"Deep Water Bend Reserve, Wyampa Road, Bald Hills",Park,-27.3002,153.037,Bald Hills,"B, Bald Hills","-27.3002, 153.037"
"Deerhurst Road Park, Kenmore Hills","Deerhurst Road Park, 573 Brookfield Road, Kenmore Hills",Park,-27.4938,152.9204,Kenmore Hills,"K, Kenmore Hills","-27.4938, 152.9204"
"Delapine Place Park, Seventeen Mile Rocks","Delapine Place Park, 6 Delapine Place, Seventeen Mile Rocks",Park,-27.547,152.9607,Seventeen Mile Rocks,"S, Seventeen Mile Rocks","-27.547, 152.9607"
"Delavan Street Park, Wishart","Delavan Street Park, 77 Delavan Street, Wishart",Park,-27.5624,153.0963,Wishart,"W, Wishart","-27.5624, 153.0963"
Delaware Street Community Garden,"Delaware Street Community Garden, 46 Delaware Street, Geebung","Community Garden,Non-Council venue",-27.3775,153.0417,Geebung,"G, Geebung","-27.3775, 153.0417"
"Delfin Street Park, Macgregor","Delfin Street Park, 65 Delfin Drive, Macgregor",Park,-27.5669,153.0685,Macgregor,"M, Macgregor","-27.5669, 153.0685"
"Dellow Street Park, Acacia Ridge","Dellow Street Park, 100 Gregory Street, Acacia Ridge",Park,-27.588,153.0154,Acacia Ridge,"A, Acacia Ridge","-27.588, 153.0154"
"Deniven Street Park, Corinda","Deniven Street Park, 112 Pratten Street, Corinda",Park,-27.5496,152.986,Corinda,"C, Corinda","-27.5496, 152.986"
"Dennis Webb Park, Upper Mount Gravatt","Dennis Webb Park, 118 Mt Gravatt-Capalaba Road, Upper Mount Gravatt",Park,-27.5569,153.0865,Upper Mt Gravatt,"U, Upper Mt Gravatt","-27.5569, 153.0865"
"Dent Park, Nudgee","Dent Park, 65 St Achs Street, Nudgee",Park,-27.3673,153.0841,Nudgee,"N, Nudgee","-27.3673, 153.0841"
"Deshon Street Park, Woolloongabba","Deshon Street Park, 114 Deshon Street, Woolloongabba",Park,-27.4928983,153.0453697,Woolloongabba,"W, Woolloongabba","-27.4928983, 153.0453697"
"Desmond Avenue Park, Deagon","Desmond Avenue Park, 30 Desmond Avenue, Deagon",Park,-27.3277,153.058,Deagon,"D, Deagon","-27.3277, 153.058"
"Desoto Place Park, Forest Lake","Desoto Place Park, 26 Carisbrook Circuit, Forest Lake",Park,-27.6268,152.9616,Forest Lake,"F, Forest Lake","-27.6268, 152.9616"
"Devitt Park, Coopers Plains","Devitt Park, 64 Clinton Street, Coopers Plains",Park,-27.5662,153.036,Coopers Plains,"C, Coopers Plains","-27.5662, 153.036"
"Devonshire Street Park, Ashgrove","Devonshire Street Park, 60 Devonshire Street, Ashgrove",Park,-27.4471,152.9854,Ashgrove,"A, Ashgrove","-27.4471, 152.9854"
"Dewberry Close Park, Eight Mile Plains","Dewberry Close Park, 16 Dewberry Close, Eight Mile Plains",Park,-27.5861,153.086,Eight Mile Plains,"E, Eight Mile Plains","-27.5861, 153.086"
"Dianella Reserve, Brighton","Dianella Reserve, 162 Queens Parade, Brighton",Park,-27.3,153.0539,Brighton,"B, Brighton","-27.3, 153.0539"
"Dianthus Street Park (South), Wakerley","Dianthus Street Park (South), 23 Dianthus Street, Wakerley",Park,-27.4895,153.1527,Wakerley,"W, Wakerley","-27.4895, 153.1527"
Dibley Street Park,"Dibley Street Park, 22 Dibley Street, Woolloongabba",Park,-27.4932,153.0337,Woolloongabba,"W, Woolloongabba","-27.4932, 153.0337"
"Dickinson Close Park, Coopers Plains","Dickinson Close Park, 27 Orange Grove Road, Coopers Plains",Park,-27.5702,153.0395,Coopers Plains,"C, Coopers Plains","-27.5702, 153.0395"
"Didbrook Street Park, Robertson","Didbrook Street Park, 151 Didbrook Street, Robertson",Park,-27.5644,153.0536,Robertson,"R, Robertson","-27.5644, 153.0536"
"Dillingen Street Park, Chapel Hill","Dillingen Street Park, 108A Ironbark Road,Chapel Hill",Park,-27.4922368,152.9398873,Chapel Hill,"C, Chapel Hill","-27.4922368, 152.9398873"
"Diosma Street Park, Bellbowrie","Diosma Street Park, 41 Mazzard Street, Bellbowrie",Park,-27.5591,152.8824,Bellbowrie,"B, Bellbowrie","-27.5591, 152.8824"
"Dittmer Park, Upper Mount Gravatt","Dittmer Park, 1793 Logan Road, Upper Mount Gravatt",Park,-27.5516,153.0776,Upper Mt Gravatt,"U, Upper Mt Gravatt","-27.5516, 153.0776"
"Don Randall Park, Lota","Don Randall Park, 34 Andrew Street, Lota",Park,-27.4724204,153.1869875,Lota,"L, Lota","-27.4724204, 153.1869875"
"Donaldson Street Park, Norman Park","Donaldson Street Park, 53 Donaldson Street, Norman Park",Park,-27.4784,153.0557,Norman Park,"N, Norman Park","-27.4784, 153.0557"
"Donna Philp Park, Boondall","Donna Philp Park, 73 Stanworth Road, Boondall",Park,-27.3548,153.066,Boondall,"B, Boondall","-27.3548, 153.066"
"Donnington Street Park South, Carindale","Donnington Street Park South, 871 Creek Road, Carindale",Park,-27.5134,153.0986,Carindale,"C, Carindale","-27.5134, 153.0986"
Doolandella Recreation Reserve,"Doolandella Recreation Reserve, 750 Blunder Road, Durack",Park,-27.5973938,152.9853881,Durack,"D, Durack","-27.5973938, 152.9853881"
"Dorrington Park, Ashgrove","Dorrington Park, 5 Mirrabooka Road, Ashgrove (dog off-leash and car park access via Frasers Road)",Park,-27.4401,152.9858,Ashgrove,"A, Ashgrove","-27.4401, 152.9858"
"Dorville Road Park, Aspley","Dorville Road Park, 825 Zillmere Road, Aspley",Park,-27.3532,153.0188,Aspley,"A, Aspley","-27.3532, 153.0188"
"Doulton Street Park, Calamvale","Doulton Street Park, 154 Illaweena Street, Calamvale",Park,-27.638384,153.052999,Calamvale,"C, Calamvale","-27.638384, 153.052999"
"Downey Park, Windsor","Downey Park, 50 Noble Street, Windsor",Park,-27.4406,153.0232,Windsor,"W, Windsor","-27.4406, 153.0232"
Downfall Creek Bushland Centre,"Downfall Creek Bushland Centre, 815 Rode Road, Chermside West",Park,-27.3903,153.0055,Chermside West,"C, Chermside West","-27.3903, 153.0055"
"Downfall Creek Reserve, Geebung","Downfall Creek Reserve, 263 Bilsen Road, Geebung",Park,-27.383,153.058,Geebung,"G, Geebung","-27.383, 153.058"
Dowse Lagoon Rotary Park,"Dowse Lagoon Rotary Park, Keogh Street, Sandgate",Park,-27.3089,153.064,Sandgate,"S, Sandgate","-27.3089, 153.064"
"Dr Valentine McDowall Park, McDowall","Dr Valentine McDowall Park, 99 Streisand Drive, McDowall",Park,-27.37331423,152.9819306,McDowall,"M, McDowall","-27.37331423, 152.9819306"
"Drevesen Park, Manly","Drevesen Park, 83 Lower Esplanade, Manly",Park,-27.4468,153.1864,Manly,"M, Manly","-27.4468, 153.1864"
"Ducie Street Park, Darra","Ducie Street Park, 75 Ebrington Street, Darra",Park,-27.5724,152.95,Darra,"D, Darra","-27.5724, 152.95"
"Dumbarton Drive Park, Kenmore","Dumbarton Drive Park, 113 Kilkivan Avenue, Kenmore",Park,-27.5115,152.9273,Kenmore,"K, Kenmore","-27.5115, 152.9273"
"Dunlop Park Memorial Swimming Pool, Corinda","Dunlop Park Memorial Swimming Pool, 794 Oxley Road, Corinda",Swimming pool,-27.5468,152.9825,Corinda,"C, Corinda","-27.5468, 152.9825"
"Dunlop Park, Corinda","Dunlop Park, 794 Oxley Road, Corinda",Park,-27.5471,152.9805,Corinda,"C, Corinda","-27.5471, 152.9805"
